team_abbreviation,age,player_height,player_weight,college,country,draft_year,gp,pts,reb,ast,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
CLE,33,190.5,90.7184,Illinois,USA,2005,64,11,2.3,5.6,0.009,0.096,0.224,0.541,0.35
UTA,25,208.28,120.20188,Georgia Tech,USA,2010,50,9.5,6.1,1.1,0.092,0.205,0.208,0.512,0.079
NYK,28,190.5,86.18248,Memphis,USA,2008,64,18,3.8,4.4,0.034,0.092,0.256,0.53,0.216
CLE,26,203.2,108.86208,Arizona,USA,2011,50,6.1,2.6,0.6,0.026,0.15,0.177,0.537,0.054
DAL,34,190.5,83.91452,Wisconsin,USA,2004,65,6.7,2,2.1,0.011,0.126,0.194,0.549,0.197
IND,30,198.12,102.0582,None,USA,2005,76,10.7,3,0.6,0.019,0.129,0.183,0.592,0.041
BKN,29,213.36,121.562656,Stanford,USA,2008,75,20.5,5.4,2.3,0.058,0.13,0.29,0.578,0.143
PHI,29,195.58,97.52228,Duke,USA,2009,72,9.2,2.6,1.6,0.022,0.104,0.179,0.529,0.108
BOS,31,200.66,92.98636,None,USA,2005,47,5.6,1.8,0.7,0.032,0.14,0.229,0.524,0.1
SAC,19,215.9,108.86208,None,Greece,2016,22,5.6,3.9,0.9,0.09,0.183,0.169,0.573,0.085
UTA,31,190.5,85.275296,Indiana Purdue-Indianapolis,USA,2008,49,16.9,3.4,4.2,0.017,0.105,0.236,0.599,0.227
MIL,22,210.82,100.697424,None,Greece,2013,80,22.9,8.8,5.4,0.058,0.226,0.283,0.599,0.269
DEN,22,193.04,95.25432,Michigan State,USA,2014,57,14.9,3.1,2.9,0.031,0.083,0.185,0.611,0.129
CHA,24,213.36,108.86208,Wisconsin,USA,2015,75,11.7,4.5,2.2,0.033,0.158,0.22,0.502,0.131
POR,28,200.66,99.79024,Ohio State,USA,2010,65,9,3.8,3.2,0.024,0.144,0.186,0.491,0.196
ORL,24,200.66,92.98636,None,France,2012,68,17.2,3.1,3,0.021,0.081,0.233,0.555,0.144
ATL,30,208.28,106.59412,None,Turkey,2005,82,13.1,5.9,1.7,0.059,0.184,0.22,0.546,0.107
HOU,28,193.04,97.52228,Indiana,USA,2008,75,16.2,2.7,2.5,0.014,0.078,0.22,0.557,0.125
OKC,25,210.82,111.13004,Kentucky,Turkey,2011,72,14.3,6.7,0.9,0.147,0.21,0.275,0.599,0.078
IND,23,198.12,100.697424,Michigan,USA,2014,69,6.1,3.6,0.7,0.046,0.144,0.129,0.564,0.048
UTA,27,203.2,102.511792,Butler,USA,2010,73,21.9,5.4,3.5,0.023,0.152,0.276,0.595,0.179
LAL,20,215.9,108.86208,None,Croatia,2016,38,7.5,4.2,0.8,0.072,0.21,0.204,0.547,0.078
BKN,22,193.04,96.615096,Seton Hall,USA,2016,73,7.4,2.5,2.6,0.021,0.093,0.183,0.487,0.173
BOS,28,175.26,83.91452,Washington,USA,2011,76,28.9,2.7,5.9,0.019,0.07,0.337,0.625,0.305
CHI,26,182.88,91.171992,Murray State,USA,2013,39,4.6,1.3,0.9,0.01,0.082,0.156,0.483,0.099
CLE,27,195.58,99.79024,Georgia Tech,USA,2011,76,7.5,2.9,1.4,0.023,0.098,0.142,0.536,0.08
MIA,31,190.5,86.18248,None,Slovenia,2008,73,20.3,3.8,5.8,0.028,0.098,0.268,0.575,0.283
WAS,30,210.82,118.841104,None,France,2005,31,5.6,4.8,0.6,0.098,0.204,0.14,0.601,0.05
DET,20,210.82,111.13004,Marquette,USA,2016,19,3.2,2.2,0.4,0.056,0.234,0.248,0.444,0.074
MIA,28,213.36,120.20188,Marshall,USA,2010,77,17,14.1,0.7,0.129,0.349,0.226,0.579,0.037
DAL,25,203.2,102.0582,North Carolina,USA,2012,79,19.2,5,1.5,0.037,0.132,0.255,0.541,0.076
MIL,27,210.82,120.20188,Georgetown,USA,2010,81,11.7,6.6,2.3,0.112,0.237,0.242,0.572,0.165
MIN,27,210.82,108.86208,Louisville,Senegal,2013,82,10,7.9,1.9,0.082,0.202,0.141,0.555,0.086
DEN,21,195.58,90.7184,None,Democratic Republic of the Congo,2015,55,11,3.2,3.9,0.023,0.116,0.224,0.483,0.222
PHX,27,185.42,92.98636,Kentucky,USA,2010,66,21.1,4.8,6.3,0.025,0.139,0.28,0.563,0.309
DAL,26,203.2,102.0582,North Carolina,USA,2012,77,18.9,6.1,2,0.028,0.154,0.247,0.539,0.101
HOU,29,193.04,97.52228,Indiana,USA,2008,69,18,2.5,2.2,0.011,0.065,0.238,0.578,0.113
MIL,28,185.42,92.98636,Kentucky,USA,2010,74,17.7,3.8,5,0.023,0.1,0.254,0.582,0.246
NYK,26,210.82,111.13004, ,Turkey,2011,71,14.1,11,1.5,0.146,0.279,0.212,0.63,0.091
NYK,22,195.58,90.7184,None,Democratic Republic of the Congo,2015,64,8.6,2.4,3.2,0.019,0.099,0.231,0.474,0.254
NOP,35,208.28,115.66596,Connecticut,USA,2004,26,4.4,4.6,0.3,0.12,0.175,0.133,0.545,0.028
PHX,24,193.04,83.91452,Louisana-Lafayette,USA,2014,63,12.7,4.3,6.2,0.033,0.117,0.211,0.538,0.328
UTA,31,208.28,111.13004,Baylor,USA,2010,63,2.6,2.4,0.8,0.086,0.105,0.089,0.56,0.093
POR,29,208.28,111.13004,North Carolina,USA,2010,78,5.3,7.4,0.5,0.121,0.254,0.12,0.607,0.039
NOP,29,193.04,86.636072,Purdue,USA,2011,82,12.5,2.9,2.3,0.023,0.065,0.158,0.593,0.099
MIA,36,193.04,99.79024,Marquette,USA,2003,67,11.4,3.8,3.4,0.032,0.124,0.251,0.5,0.245
DAL,26,210.82,108.86208,Stanford,Canada,2014,79,8.5,5.6,1.2,0.08,0.19,0.151,0.656,0.085
CHA,32,210.82,120.20188,None,USA,2004,81,16.6,12.5,1.3,0.101,0.295,0.238,0.577,0.069
CHA,22,200.66,100.243832,Florida State,USA,2017,53,3.3,2.3,0.7,0.005,0.158,0.13,0.431,0.077
GSW,28,200.66,104.32616,Michigan State,USA,2012,70,11,7.6,7.3,0.036,0.183,0.168,0.556,0.286
PHX,20,215.9,102.0582,None,Croatia,2016,82,6.5,4.4,1.6,0.018,0.149,0.125,0.524,0.089
DAL,26,203.2,99.336648,Creighton,USA,2014,81,7.8,2.5,1,0.022,0.087,0.144,0.579,0.065
UTA,21,190.5,97.52228,Louisville,USA,2017,79,20.5,3.7,3.7,0.02,0.093,0.283,0.541,0.189
PHI,31,208.28,106.59412,None,Turkey,2005,69,10.9,5.9,1.3,0.067,0.161,0.183,0.558,0.078
ORL,25,200.66,92.98636,None,France,2012,57,17.8,3.2,2.9,0.012,0.084,0.226,0.577,0.138
MIA,29,213.36,120.20188,Marshall,USA,2010,54,14,11.4,1,0.121,0.317,0.235,0.573,0.068
DET,21,210.82,111.13004,Marquette,USA,2016,38,4,2.1,0.5,0.029,0.208,0.233,0.476,0.098
BOS,28,210.82,120.20188,Georgetown,USA,2010,51,10.3,6.9,2.2,0.104,0.244,0.218,0.598,0.189
MIN,28,210.82,113.851592,Louisville,Senegal,2013,79,5.9,4.6,0.9,0.078,0.201,0.159,0.543,0.08
MIA,32,190.5,86.18248,None,Slovenia,2008,75,17.3,4.1,4.8,0.023,0.105,0.25,0.543,0.245
IND,24,200.66,97.52228,Michigan,USA,2014,23,4.1,1.6,0.7,0.03,0.078,0.119,0.529,0.068
MIL,23,210.82,100.697424,None,Greece,2013,75,26.9,10,4.8,0.06,0.218,0.307,0.598,0.237
HOU,32,200.66,92.98636,None,USA,2005,41,12.1,3.2,0.6,0.016,0.124,0.219,0.566,0.045
POR,20,215.9,108.86208,None,Greece,2016,17,2.1,2.2,0.5,0.1,0.216,0.17,0.429,0.097
CLE,32,190.5,85.275296,None,USA,2008,67,10,2.7,2.8,0.023,0.081,0.161,0.58,0.145
DEN,23,193.04,95.25432,Michigan State,USA,2014,67,17.5,2.6,2.9,0.016,0.061,0.204,0.597,0.128
NYK,19,195.58,86.18248,None,France,2017,78,5.9,2.3,3.2,0.021,0.079,0.166,0.437,0.21
SAC,24,180.34,86.18248,Kansas,USA,2017,52,7.9,2.5,2.8,0.03,0.107,0.226,0.48,0.233
CHA,25,213.36,109.769264,Wisconsin,USA,2015,79,11.1,3.6,1.6,0.023,0.139,0.202,0.545,0.113
POR,29,200.66,99.79024,Ohio State,USA,2010,79,8.2,3.1,2.2,0.014,0.1,0.153,0.52,0.128
BOS,22,203.2,117.93392,None,France,2016,33,2.4,1.6,0.5,0.065,0.152,0.146,0.559,0.107
IND,22,208.28,114.305184,Gonzaga,Lithuania,2016,74,11.6,7.7,2,0.093,0.227,0.214,0.567,0.127
SAS,21,195.58,77.11064,Washington,USA,2016,81,8.1,5.7,2.9,0.061,0.196,0.201,0.485,0.202
MIA,26,193.04,97.52228,Syracuse,USA,2012,30,14.3,2.6,3.8,0.009,0.078,0.25,0.487,0.21
ORL,32,195.58,95.25432,UCLA,USA,2007,53,3.4,1.2,0.6,0.006,0.082,0.127,0.516,0.066
LAC,25,193.04,90.7184,Duke,USA,2012,61,15.1,2.4,4,0.013,0.058,0.206,0.526,0.179
LAC,27,187.96,81.64656,Texas,USA,2010,46,14.3,2.5,2,0.014,0.068,0.229,0.496,0.105
MIA,20,208.28,115.66596,Kentucky,USA,2017,69,6.9,5.5,1.5,0.086,0.194,0.157,0.57,0.115
MEM,25,195.58,88.45044,Kansas,USA,2013,56,7.5,2.5,0.9,0.03,0.101,0.182,0.526,0.078
PHI,21,208.28,104.32616,Louisiana State,Australia,2016,81,15.8,8.1,8.2,0.053,0.171,0.219,0.557,0.362
ORL,25,205.74,115.66596,None,Democratic Republic of the Congo,2011,82,5.7,5.7,0.8,0.091,0.209,0.146,0.556,0.07
DET,29,208.28,113.851592,Oklahoma,USA,2009,58,21.4,7.4,5.8,0.036,0.175,0.285,0.544,0.286
CHI,23,210.82,112.490816,Arkansas,USA,2015,73,13.2,6.8,1.7,0.089,0.207,0.25,0.548,0.126
SAC,25,198.12,92.98636,None,Serbia,2014,78,11.8,2.9,3.3,0.014,0.094,0.192,0.556,0.183
IND,29,203.2,104.32616,None,Croatia,2011,80,14.3,3.4,1.5,0.012,0.097,0.185,0.605,0.071
WAS,25,195.58,93.893544,Florida,USA,2012,82,22.6,4.4,4.5,0.021,0.101,0.268,0.564,0.206
LAL,20,205.74,86.18248,Duke,USA,2016,59,16.1,5.3,3.9,0.027,0.121,0.218,0.536,0.177
LAC,24,208.28,104.32616,North Carolina,USA,2016,18,2.4,1.7,0.1,0.08,0.227,0.193,0.486,0.03
LAL,30,213.36,121.562656,Stanford,USA,2008,74,13,4,1.7,0.041,0.12,0.23,0.557,0.113
SAC,25,193.04,97.068688,Oklahoma,Bahamas,2016,80,13.5,3.8,1.9,0.027,0.129,0.236,0.557,0.127
POR,26,190.5,86.18248,Lehigh,USA,2013,81,21.4,4,3.4,0.017,0.089,0.259,0.536,0.156
TOR,31,198.12,102.0582,None,USA,2005,70,10,2.2,0.8,0.013,0.097,0.214,0.545,0.061
POR,21,203.2,113.398,Purdue,USA,2017,27,2.3,2,0.5,0.075,0.207,0.189,0.449,0.124
CHI,23,190.5,83.91452,Murray State,USA,2015,25,8.8,2.8,4.5,0.027,0.089,0.183,0.498,0.294
MEM,30,208.28,106.59412,North Carolina,USA,2007,28,5,3.4,0.5,0.086,0.161,0.14,0.596,0.056
BKN,23,200.66,92.079176,Michigan,USA,2016,71,12.1,3.7,4.2,0.026,0.104,0.216,0.525,0.265
MIN,33,182.88,73.028312,Oregon,USA,2007,32,2.3,0.5,0.6,0.036,0.057,0.192,0.508,0.161
ORL,22,205.74,99.79024,Arizona,USA,2014,58,17.6,7.9,2.3,0.044,0.191,0.238,0.53,0.111
BOS,24,198.12,104.32616,Iowa State,Egypt,2016,48,3,1.5,0.5,0.024,0.111,0.162,0.439,0.078
BOS,32,208.28,111.13004,Florida,Dominican Republic,2007,72,12.9,7.4,4.7,0.047,0.178,0.183,0.575,0.225
IND,33,208.28,127.00576,None,USA,2004,36,7,4,0.8,0.061,0.227,0.218,0.563,0.098
POR,27,205.74,99.79024,Wake Forest,USA,2010,69,9.3,7.6,1.2,0.045,0.198,0.145,0.522,0.056
UTA,26,198.12,97.068688,Colorado,USA,2011,64,7.7,3,1,0.019,0.168,0.221,0.527,0.104
PHX,23,205.74,106.59412,Valparaiso,USA,2017,20,4.1,1.9,0.6,0.032,0.12,0.151,0.523,0.073
OKC,24,198.12,86.18248,None,Spain,2013,75,4.7,1.5,0.4,0.021,0.079,0.126,0.567,0.036
PHX,25,215.9,113.398,Maryland,Ukraine,2013,69,8.5,7.5,1.2,0.116,0.228,0.164,0.612,0.093
BKN,26,198.12,97.52228,California,USA,2013,75,13.2,4.3,1.6,0.012,0.13,0.183,0.558,0.082
PHI,31,205.74,108.86208,None,USA,2005,74,4.6,4.5,1.6,0.102,0.169,0.125,0.575,0.137
DET,24,210.82,126.552168,Connecticut,USA,2012,78,15,16,3,0.145,0.329,0.207,0.555,0.14
GSW,34,198.12,97.52228,Arizona,USA,2004,64,6,3.8,3.3,0.033,0.109,0.112,0.536,0.169
OKC,26,200.66,95.25432,Colorado,USA,2013,39,5,4.7,1.2,0.068,0.109,0.085,0.543,0.059
LAL,33,213.36,117.93392,Utah,Australia,2005,24,1.5,3.3,0.6,0.104,0.223,0.085,0.696,0.099
MEM,23,198.12,96.615096,Kentucky,USA,2015,56,9.5,2.3,3.2,0.017,0.085,0.195,0.534,0.222
MIN,23,203.2,91.625584,Kansas,Canada,2014,82,17.7,4.4,2,0.028,0.094,0.228,0.505,0.08
CLE,21,210.82,113.398,None,Croatia,2016,32,3.7,1.9,0.2,0.112,0.179,0.171,0.746,0.039
NOP,25,208.28,114.758776,Kentucky,USA,2012,75,28.1,11.1,2.3,0.07,0.213,0.291,0.612,0.104
OKC,34,203.2,108.86208,Syracuse,USA,2003,78,16.2,5.8,1.3,0.025,0.158,0.223,0.503,0.061
CLE,23,203.2,97.52228,None,Turkey,2015,61,3.9,2,0.7,0.028,0.149,0.151,0.577,0.084
MEM,29,208.28,104.32616,Florida,USA,2011,36,7.9,2.5,1.9,0.021,0.117,0.18,0.578,0.158
GSW,37,205.74,113.398,Xavier,USA,2003,73,6.8,3.3,1.9,0.072,0.163,0.223,0.6,0.22
SAS,25,208.28,95.25432,None,Latvia,2011,77,5.9,2,1,0.017,0.122,0.168,0.588,0.102
PHX,23,198.12,95.25432,Miami,USA,2017,21,3,1.9,0.6,0.007,0.149,0.158,0.388,0.087
SAC,20,190.5,79.3786,Kentucky,USA,2017,73,11.6,2.8,4.4,0.016,0.087,0.227,0.478,0.24
LAC,29,210.82,120.20188,Texas A&M,USA,2008,77,12,15.2,1.5,0.132,0.339,0.151,0.648,0.074
NOP,30,198.12,94.800728,Kentucky,USA,2011,58,1.7,1.3,0.8,0.01,0.1,0.079,0.467,0.091
ATL,23,198.12,95.25432,None,USA,2016,26,5.2,2.8,1.9,0.017,0.142,0.179,0.477,0.166
TOR,28,200.66,99.79024,USC,USA,2009,80,23,3.9,5.2,0.021,0.091,0.286,0.555,0.245
NOP,27,210.82,122.46984,Kentucky,USA,2010,48,25.2,12.9,5.4,0.065,0.292,0.318,0.583,0.241
BKN,31,203.2,97.52228,Missouri,USA,2009,73,13.5,6.6,2,0.045,0.165,0.194,0.55,0.106
WAS,31,210.82,118.841104,None,France,2005,77,4.8,4.1,0.7,0.118,0.156,0.15,0.601,0.068
TOR,26,195.58,86.18248,Utah,USA,2015,69,8,2.9,2.9,0.031,0.107,0.169,0.574,0.202
DAL,20,190.5,88.45044,North Carolina State,USA,2017,69,15.2,3.8,5.2,0.023,0.106,0.28,0.473,0.301
CHI,24,198.12,97.068688,Michigan State,USA,2016,77,10.2,5.1,3.2,0.021,0.168,0.17,0.527,0.178
UTA,26,208.28,120.20188,Georgia Tech,USA,2010,77,12.3,7.2,1.3,0.097,0.167,0.181,0.593,0.075
MIN,29,190.5,86.18248,Memphis,USA,2008,25,8.4,1.4,1.5,0.033,0.053,0.245,0.507,0.136
SAS,23,193.04,86.18248,Colorado,USA,2017,17,3.2,1.5,0.5,0.034,0.128,0.146,0.646,0.098
PHX,21,198.12,95.25432,Kentucky,USA,2015,54,24.9,4.5,4.7,0.013,0.112,0.301,0.561,0.233
DEN,35,190.5,83.91452,Wisconsin,USA,2004,71,8.4,1.8,2.1,0.009,0.085,0.194,0.563,0.165
MEM,21,210.82,107.501304,Michigan State,USA,2016,62,5.8,4,0.6,0.078,0.182,0.144,0.621,0.068
MEM,22,198.12,99.79024,Oregon,Canada,2017,82,11,3.1,1.6,0.021,0.092,0.184,0.531,0.092
ATL,24,185.42,78.017824,None,Germany,2013,67,19.4,3.1,6.2,0.021,0.081,0.299,0.515,0.352
IND,30,187.96,83.91452,UCLA,USA,2009,69,12.4,2.6,5.3,0.019,0.072,0.17,0.61,0.257
DEN,30,205.74,106.59412,Kansas,USA,2008,19,2.8,0.8,0.5,0.021,0.087,0.188,0.559,0.101
NOP,28,203.2,102.0582,Kentucky,USA,2012,82,7.8,2,1.4,0.009,0.07,0.124,0.617,0.076
LAL,35,210.82,115.66596,Arizona,USA,2005,53,5,2.5,0.7,0.019,0.164,0.151,0.599,0.077
NOP,21,205.74,99.79024,Kansas,Mali,2016,52,4.9,4.1,0.4,0.079,0.262,0.168,0.619,0.048
WAS,23,205.74,97.52228,Syracuse,USA,2015,19,2.4,1.3,0.2,0.07,0.187,0.219,0.478,0.082
HOU,33,182.88,79.3786,Wake Forest,USA,2005,58,18.6,5.4,7.9,0.02,0.151,0.241,0.604,0.389
HOU,24,208.28,108.86208,None,Switzerland,2014,74,13.9,10.8,0.9,0.119,0.278,0.19,0.65,0.055
CHA,25,213.36,108.86208,Indiana,USA,2013,33,7.1,5.4,0.9,0.097,0.184,0.152,0.602,0.075
OKC,32,205.74,84.368112,Florida,USA,2007,72,5.3,2.1,0.9,0.033,0.089,0.136,0.534,0.073
IND,26,190.5,86.18248,Texas,Canada,2011,82,7.9,3.2,3.2,0.017,0.101,0.143,0.503,0.164
NYK,32,195.58,90.7184,Western Kentucky,USA,2008,76,12,2.9,2.4,0.013,0.082,0.165,0.564,0.113
BKN,22,195.58,88.45044,Ohio State,USA,2015,48,15.5,3.9,5.2,0.023,0.122,0.295,0.509,0.348
ORL,30,182.88,83.007336,Texas,USA,2008,75,10.2,2.1,3.8,0.016,0.072,0.182,0.615,0.251
PHI,24,208.28,101.151016,None,Croatia,2014,78,14.6,6.7,2.6,0.067,0.147,0.204,0.582,0.129
BKN,31,203.2,104.32616,Villanova,USA,2009,73,5.7,4.1,0.7,0.049,0.133,0.114,0.539,0.042
SAS,31,198.12,97.52228,North Carolina,USA,2009,70,8.6,3.6,1.6,0.022,0.115,0.163,0.509,0.089
LAC,29,208.28,102.0582,None,Italy,2008,21,15.3,4.8,2,0.013,0.133,0.205,0.545,0.097
DAL,40,213.36,111.13004,None,Germany,1998,77,12,5.7,1.6,0.012,0.227,0.199,0.575,0.098
NYK,24,195.58,95.25432,Houston,USA,2017,44,4.1,1.9,0.7,0.018,0.142,0.169,0.532,0.098
POR,27,190.5,88.45044,Weber State,USA,2012,73,26.9,4.5,6.6,0.022,0.094,0.295,0.594,0.301
GSW,23,213.36,111.13004,Vanderbilt,USA,2016,15,1.7,0.9,0.1,0.06,0.093,0.143,0.517,0.037
OKC,22,213.36,115.66596,Kentucky,USA,2015,31,1.8,1.1,0.3,0.099,0.111,0.139,0.575,0.083
OKC,22,200.66,88.45044,Connecticut,USA,2016,6,2,0.8,1.3,0,0.167,0.2,0.545,0.615
ORL,23,203.2,98.883056,None,Croatia,2015,75,9.6,3.7,1.4,0.024,0.144,0.197,0.544,0.101
OKC,27,182.88,91.171992,Murray State,USA,2013,20,8.6,2.3,3.8,0.014,0.094,0.193,0.539,0.276
OKC,34,185.42,92.98636,North Carolina,USA,2005,82,6.9,1.9,2.5,0.018,0.097,0.21,0.494,0.255
UTA,26,185.42,81.192968,None,Brazil,2013,41,4.5,1.2,1.8,0.014,0.079,0.173,0.55,0.23
MIL,21,198.12,91.625584,Nevada-Las Vegas,USA,2015,28,2.3,0.8,0.5,0.016,0.085,0.137,0.546,0.09
WAS,32,190.5,86.18248,Nevada-Reno,USA,2007,28,4.9,1.4,2.8,0.015,0.086,0.187,0.479,0.297
NOP,32,185.42,84.368112,Kentucky,USA,2006,65,8.3,4,8.2,0.018,0.124,0.164,0.522,0.406
CHI,30,200.66,102.0582,Washington,USA,2010,23,2,1.2,0.4,0.035,0.103,0.151,0.398,0.078
DET,27,200.66,92.98636,North Carolina,USA,2013,62,11.3,2.5,1.5,0.015,0.072,0.153,0.615,0.081
BKN,27,200.66,108.86208,Baylor,USA,2012,70,5.9,3.7,0.8,0.028,0.153,0.143,0.525,0.061
DEN,33,203.2,111.583632,Louisiana Tech,USA,2006,38,14.6,6.4,2.8,0.058,0.153,0.217,0.549,0.139
OKC,28,205.74,99.79024,Fresno State,USA,2010,79,21.9,5.7,3.3,0.023,0.132,0.248,0.57,0.143
SAS,37,213.36,113.398,None,Spain,2001,77,10.1,8,3.1,0.069,0.256,0.201,0.539,0.208
SAS,29,182.88,83.91452,St. Mary's (CA),Australia,2009,82,10,1.9,2.8,0.012,0.061,0.172,0.558,0.158
OKC,29,205.74,104.32616,Kentucky,USA,2010,82,3.9,2.4,0.7,0.024,0.128,0.112,0.555,0.068
GSW,22,200.66,83.91452,UNLV,USA,2016,57,4,1.4,1.4,0.017,0.065,0.125,0.477,0.113
POR,25,195.58,95.25432,Notre Dame,USA,2015,82,5.4,2,1.1,0.023,0.08,0.128,0.539,0.085
CHI,24,203.2,102.511792,None,Germany,2016,54,4,2.4,0.9,0.015,0.147,0.156,0.445,0.086
TOR,24,205.74,104.32616,New Mexico State,Cameroon,2016,81,7.3,4.5,2,0.048,0.168,0.154,0.549,0.133
DEN,38,200.66,105.686936,Arizona,USA,2001,20,1.5,0.9,0.8,0.011,0.099,0.089,0.499,0.135
LAC,24,205.74,104.32616,Wisconsin,USA,2015,73,4.2,2.4,0.5,0.05,0.136,0.148,0.534,0.059
HOU,30,208.28,108.86208,California,USA,2008,66,9.3,5,0.9,0.054,0.139,0.141,0.592,0.05
OKC,29,190.5,90.7184,UCLA,USA,2008,80,25.4,10.1,10.3,0.048,0.226,0.326,0.524,0.464
UTA,26,215.9,111.13004,None,France,2013,56,13.5,10.7,1.4,0.093,0.234,0.163,0.657,0.068
SAS,31,203.2,104.32616,Connecticut,USA,2006,57,11.5,5.1,1.3,0.06,0.175,0.237,0.545,0.097
DET,28,190.5,94.347136,Boston College,USA,2011,45,14.6,2.8,5.3,0.023,0.084,0.265,0.516,0.331
CLE,25,203.2,93.439952,Duke,USA,2014,60,14.7,2.8,1.6,0.014,0.091,0.24,0.546,0.097
CHI,30,213.36,125.644984,Stanford,USA,2008,64,11.8,4.5,1.9,0.074,0.093,0.203,0.552,0.119
UTA,27,193.04,86.18248,None,Spain,2009,77,13.1,4.6,5.3,0.02,0.139,0.222,0.537,0.283
PHI,24,208.28,106.59412,Bowling Green,USA,2015,48,6.5,4.4,1.3,0.074,0.182,0.159,0.585,0.122
BKN,23,200.66,97.068688,Arizona,USA,2015,68,13.9,6.8,2.5,0.05,0.175,0.217,0.548,0.143
WAS,25,203.2,89.811216,Georgetown,USA,2013,77,14.7,6.4,2,0.044,0.161,0.182,0.602,0.096
LAC,24,203.2,108.86208,Louisville,USA,2015,76,11,4,1,0.081,0.146,0.227,0.647,0.093
ATL,29,210.82,112.944408,Duke,USA,2012,55,4.3,4.1,0.8,0.082,0.16,0.127,0.574,0.074
IND,22,210.82,115.66596,Texas,USA,2015,65,12.7,6.4,1.3,0.052,0.174,0.199,0.567,0.071
WAS,29,203.2,107.501304,Virginia,USA,2012,76,8.8,3.3,1.1,0.036,0.141,0.194,0.599,0.093
CHA,24,200.66,105.233344,Kentucky,USA,2012,74,9.2,4.1,1,0.044,0.115,0.159,0.536,0.057
CHA,26,198.12,86.18248,Syracuse,USA,2013,52,4.6,2.7,2.2,0.04,0.131,0.166,0.446,0.214
NYK,29,205.74,106.59412,Kansas State,USA,2008,74,13.2,5.6,1.7,0.057,0.191,0.261,0.556,0.122
POR,26,215.9,115.66596,Illinois,USA,2012,33,3.4,2.1,0.5,0.047,0.251,0.155,0.676,0.11
POR,25,205.74,99.79024,"St. John's, N.Y.",USA,2012,59,6.5,2.7,0.9,0.036,0.09,0.123,0.596,0.061
ATL,26,210.82,108.86208,Bucknell,USA,2013,53,7.6,4.3,1,0.049,0.152,0.149,0.597,0.074
HOU,33,198.12,111.13004,Texas,USA,2006,82,6.1,5.6,0.9,0.041,0.16,0.103,0.537,0.047
MIN,30,208.28,104.32616,None,Serbia,2010,67,6.8,4.1,1.3,0.039,0.164,0.139,0.581,0.088
GSW,30,205.74,102.0582,None,Israel,2009,53,5.7,3.8,1,0.044,0.205,0.157,0.632,0.099
TOR,20,203.2,106.59412,Indiana,United Kingdom,2017,74,5.9,2.5,0.7,0.03,0.09,0.121,0.587,0.049
TOR,25,193.04,97.52228,UCLA,USA,2015,70,5.5,1.7,1.3,0.013,0.1,0.185,0.492,0.122
CHI,22,205.74,111.13004,Indiana,USA,2014,54,4.9,5.8,0.6,0.074,0.265,0.142,0.509,0.059
ORL,27,213.36,117.93392,USC,Montenegro,2011,57,16.5,9.2,3.4,0.059,0.249,0.252,0.533,0.184
NOP,27,208.28,107.954896,None,Montenegro,2011,55,15.6,7.4,1.5,0.038,0.213,0.223,0.577,0.079
BKN,24,198.12,92.98636,Michigan,Canada,2014,41,4.4,1.6,1,0.007,0.107,0.159,0.543,0.115
CHA,29,203.2,90.7184,None,France,2008,64,11.6,4.8,5.5,0.028,0.124,0.178,0.523,0.255
GSW,33,200.66,95.25432,USC,USA,2007,80,7.3,1.6,0.5,0.015,0.071,0.169,0.562,0.038
OKC,37,208.28,115.66596,Kansas,USA,2003,15,2.1,1.3,0.3,0.086,0.176,0.181,0.627,0.087
DAL,24,210.82,99.79024,Kentucky,USA,2013,30,4.4,5.6,0.7,0.092,0.273,0.131,0.558,0.07
HOU,35,210.82,113.398,None,Brazil,2002,52,6.5,3.4,0.9,0.074,0.156,0.183,0.594,0.093
DEN,23,208.28,113.398,None,Serbia,2014,75,18.5,10.7,6.1,0.081,0.254,0.238,0.603,0.286
BOS,23,200.66,106.59412,Southern Methodist,USA,2017,73,2.7,2.2,0.3,0.031,0.106,0.088,0.473,0.026
TOR,28,208.28,106.59412,None,Democratic Republic of the Congo,2008,76,12.6,6.3,0.8,0.037,0.183,0.189,0.574,0.044
MIL,25,198.12,100.243832,California-Los Angeles,USA,2013,43,5,1.8,0.3,0.057,0.136,0.225,0.51,0.055
SAC,41,198.12,99.79024,North Carolina,USA,1998,58,5.4,2.6,1.2,0.017,0.13,0.144,0.523,0.099
IND,26,193.04,95.25432,Indiana,USA,2013,75,23.1,5.2,4.3,0.019,0.132,0.295,0.577,0.209
MIN,22,187.96,83.460928,Duke,USA,2015,82,5.1,1.6,2.8,0.011,0.083,0.124,0.572,0.215
PHX,35,215.9,108.86208,None,USA,2001,46,6.5,9.1,1.2,0.109,0.241,0.105,0.658,0.065
LAC,24,195.58,89.811216,California,USA,2016,30,9.7,3.5,2.4,0.024,0.091,0.159,0.517,0.115
POR,22,193.04,91.625584,Vanderbilt,USA,2016,7,5.4,1.1,0.7,0.014,0.09,0.159,0.748,0.093
MEM,28,198.12,99.79024,Memphis,USA,2009,52,19.4,5.1,5.2,0.027,0.137,0.277,0.561,0.304
PHX,22,177.8,72.57472,Kentucky,USA,2016,71,7.8,1.8,4.4,0.014,0.061,0.184,0.465,0.282
